# FGPU_RESIDENT_BASELINES_V1
# instance<TAB>作者单轮剩余边<TAB>作者单轮 wall 秒<TAB>作者固定点剩余边<TAB>作者固定点 wall 秒
pcb442	12914	94.89	4016	99.68
